sale_id,sale_date,customer_id,product_id,quantity_sold,revenue,gross_profit,payment_method
19189,2025-07-02,1849,25,23,229.77,123.97,Card
19190,2025-07-02,192,24,40,239.6,127.6,Cash
19191,2025-07-02,1439,26,21,230.79,120.54,Cash
19192,2025-07-02,2349,30,31,139.19,92.69,Cash
19193,2025-07-02,1937,27,16,143.84,87.84,Card
19194,2025-07-02,648,29,11,120.89,74.69,Mobile Wallet
19195,2025-07-03,143,5,175,575.75,295.75,Mobile Wallet
19196,2025-07-03,2022,2,90,629.1,287.1,Card
19197,2025-07-03,1061,3,81,647.19,282.69,Card
19198,2025-07-03,1939,8,206,409.94,234.84,Cash
19199,2025-07-03,1288,10,94,375.06,210.56,Card
19200,2025-07-03,2443,6,77,422.73,214.83,Cash
19201,2025-07-03,1244,12,12,155.88,74.28,Card
19202,2025-07-03,1791,14,32,127.68,66.88,Mobile Wallet
19203,2025-07-03,728,13,23,206.77,103.27,Card
19204,2025-07-03,29,16,21,188.79,106.89,Card
19205,2025-07-03,135,17,36,197.64,118.44,Card
19206,2025-07-03,1875,18,51,152.49,96.39,Card
19207,2025-07-03,47,19,14,181.86,118.86,Card
19208,2025-07-03,342,22,6,149.94,92.94,Card
19209,2025-07-03,2038,21,8,159.92,107.92,Mobile Wallet
19210,2025-07-03,1940,25,17,169.83,91.63,Cash
19211,2025-07-03,2224,23,113,202.27,128.82,Cash
19212,2025-07-03,467,26,18,197.82,103.32,Card
19213,2025-07-03,1744,27,21,188.79,115.29,Card
19214,2025-07-03,996,29,14,153.86,95.06,Mobile Wallet
19215,2025-07-03,2126,30,33,148.17,98.67,Card
19216,2025-07-04,2359,4,81,687.69,347.49,Card
19217,2025-07-04,2261,3,97,775.03,338.53,Card
19218,2025-07-04,309,1,250,872.5,422.5,Mobile Wallet
19219,2025-07-04,1562,8,223,443.77,254.22,Card
19220,2025-07-04,813,10,126,502.74,282.24,Card
19221,2025-07-04,737,7,194,541.26,308.46,Card
19222,2025-07-04,255,13,25,224.75,112.25,Mobile Wallet
19223,2025-07-04,1626,11,29,289.71,130.21,Card
19224,2025-07-04,965,12,13,168.87,80.47,Card
19225,2025-07-04,1773,18,81,242.19,153.09,Card
19226,2025-07-04,1509,15,51,228.99,139.74,Mobile Wallet
19227,2025-07-04,2255,16,28,251.72,142.52,Card
19228,2025-07-04,55,20,26,207.74,153.14,Card
19229,2025-07-04,1409,21,10,199.9,134.9,Card
19230,2025-07-04,24,22,7,174.93,108.43,Mobile Wallet
19231,2025-07-04,1244,24,40,239.6,127.6,Cash
19232,2025-07-04,2473,23,166,297.14,189.24,Mobile Wallet
19233,2025-07-04,1018,26,26,285.74,149.24,Card
19234,2025-07-04,2123,29,13,142.87,88.27,Card
19235,2025-07-04,1874,27,21,188.79,115.29,Mobile Wallet
19236,2025-07-04,127,30,39,175.11,116.61,Cash
19237,2025-07-05,1667,1,168,586.32,283.92,Card
19238,2025-07-05,1224,3,63,503.37,219.87,Card
19239,2025-07-05,2249,4,70,594.3,300.3,Mobile Wallet
19240,2025-07-05,677,8,243,483.57,277.02,Mobile Wallet
19241,2025-07-05,1535,7,187,521.73,297.33,Card
19242,2025-07-05,229,6,69,378.81,192.51,Mobile Wallet
19243,2025-07-05,337,13,21,188.79,94.29,Card
19244,2025-07-05,1215,12,12,155.88,74.28,Card
19245,2025-07-05,1730,14,44,175.56,91.96,Mobile Wallet
19246,2025-07-05,1913,18,90,269.1,170.1,Cash
19247,2025-07-05,152,15,41,184.09,112.34,Card
19248,2025-07-05,1,17,44,241.56,144.76,Cash
19249,2025-07-05,400,19,11,142.89,93.39,Mobile Wallet
19250,2025-07-05,627,20,22,175.78,129.58,Card
19251,2025-07-05,597,21,7,139.93,94.43,Card
19252,2025-07-05,1877,26,22,241.78,126.28,Cash
19253,2025-07-05,1789,24,43,257.57,137.17,Card
19254,2025-07-05,286,25,17,169.83,91.63,Card
19255,2025-07-05,946,28,50,174.5,112.0,Card
19256,2025-07-05,954,29,17,186.83,115.43,Mobile Wallet
19257,2025-07-05,1492,27,19,170.81,104.31,Card
19258,2025-07-06,1205,5,250,822.5,422.5,Card
19259,2025-07-06,1688,3,117,934.83,408.33,Card
19260,2025-07-06,650,2,106,740.94,338.14,Cash
19261,2025-07-06,1140,9,109,489.41,260.51,Card
19262,2025-07-06,870,7,148,412.92,235.32,Card
19263,2025-07-06,108,8,240,477.6,273.6,Mobile Wallet
19264,2025-07-06,694,11,20,199.8,89.8,Mobile Wallet
19265,2025-07-06,1105,12,24,311.76,148.56,Mobile Wallet
19266,2025-07-06,538,14,53,211.47,110.77,Card
19267,2025-07-06,1848,17,48,263.52,157.92,Card
19268,2025-07-06,1675,16,28,251.72,142.52,Card
19269,2025-07-06,1696,18,73,218.27,137.97,Cash
19270,2025-07-06,2450,20,20,159.8,117.8,Card
19271,2025-07-06,578,22,8,199.92,123.92,Cash
19272,2025-07-06,1902,19,14,181.86,118.86,Card
19273,2025-07-06,949,25,30,299.7,161.7,Card
19274,2025-07-06,1308,24,50,299.5,159.5,Mobile Wallet
19275,2025-07-06,176,23,126,225.54,143.64,Cash
19276,2025-07-06,642,27,25,224.75,137.25,Card
19277,2025-07-06,33,29,21,230.79,142.59,Card
19278,2025-07-06,1786,30,54,242.46,161.46,Card
19279,2025-07-07,2439,4,51,432.99,218.79,Cash
19280,2025-07-07,2241,2,83,580.17,264.77,Card
19281,2025-07-07,2075,3,65,519.35,226.85,Mobile Wallet
19282,2025-07-07,2444,7,208,580.32,330.72,Mobile Wallet
19283,2025-07-07,2413,10,82,327.18,183.68,Card
19284,2025-07-07,1560,8,215,427.85,245.1,Mobile Wallet
19285,2025-07-07,1880,14,51,203.49,106.59,Mobile Wallet
19286,2025-07-07,2068,11,18,179.82,80.82,Card
19287,2025-07-07,1364,13,19,170.81,85.31,Cash
19288,2025-07-07,348,17,31,170.19,101.99,Card
19289,2025-07-07,1312,18,62,185.38,117.18,Mobile Wallet
19290,2025-07-07,1453,15,42,188.58,115.08,Card
19291,2025-07-07,326,22,5,124.95,77.45,Card
19292,2025-07-07,2337,19,7,90.93,59.43,Cash
19293,2025-07-07,1789,21,7,139.93,94.43,Card
19294,2025-07-07,958,25,20,199.8,107.8,Mobile Wallet
19295,2025-07-07,994,26,20,219.8,114.8,Card
19296,2025-07-07,2480,24,44,263.56,140.36,Card
19297,2025-07-07,1338,29,13,142.87,88.27,Card
19298,2025-07-07,653,27,15,134.85,82.35,Card
19299,2025-07-07,2041,30,31,139.19,92.69,Card
19300,2025-07-08,2076,3,60,479.4,209.4,Card
19301,2025-07-08,707,2,75,524.25,239.25,Mobile Wallet
19302,2025-07-08,896,5,171,562.59,288.99,Card
19303,2025-07-08,1845,6,85,466.65,237.15,Card
19304,2025-07-08,2268,7,150,418.5,238.5,Cash
19305,2025-07-08,1538,9,83,372.67,198.37,Card
19306,2025-07-08,753,13,22,197.78,98.78,Card
19307,2025-07-08,2213,14,44,175.56,91.96,Card
19308,2025-07-08,571,12,15,194.85,92.85,Mobile Wallet
19309,2025-07-08,1717,18,88,263.12,166.32,Cash
19310,2025-07-08,2137,15,58,260.42,158.92,Card
19311,2025-07-08,330,17,42,230.58,138.18,Mobile Wallet
19312,2025-07-08,2227,20,12,95.88,70.68,Card
19313,2025-07-08,1261,22,4,99.96,61.96,Card
19314,2025-07-08,1095,21,6,119.94,80.94,Cash
19315,2025-07-08,91,24,38,227.62,121.22,Mobile Wallet
19316,2025-07-08,1078,26,19,208.81,109.06,Mobile Wallet
19317,2025-07-08,1075,23,109,195.11,124.26,Mobile Wallet
19318,2025-07-08,1179,29,12,131.88,81.48,Card
19319,2025-07-08,718,27,16,143.84,87.84,Card
19320,2025-07-08,768,28,42,146.58,94.08,Cash
19321,2025-07-09,825,1,124,432.76,209.56,Mobile Wallet
19322,2025-07-09,1156,5,166,546.14,280.54,Card
19323,2025-07-09,1892,2,71,496.29,226.49,Card
19324,2025-07-09,467,10,93,371.07,208.32,Cash
19325,2025-07-09,1102,6,79,433.71,220.41,Card
19326,2025-07-09,751,7,97,270.63,154.23,Card
19327,2025-07-09,488,13,20,179.8,89.8,Card
19328,2025-07-09,503,14,52,207.48,108.68,Card
19329,2025-07-09,192,12,16,207.84,99.04,Card
19330,2025-07-09,984,18,66,197.34,124.74,Cash
19331,2025-07-09,702,16,22,197.78,111.98,Card
19332,2025-07-09,204,17,39,214.11,128.31,Mobile Wallet
19333,2025-07-09,1674,21,10,199.9,134.9,Cash
19334,2025-07-09,1340,20,20,159.8,117.8,Card
19335,2025-07-09,596,22,5,124.95,77.45,Card
19336,2025-07-09,2183,25,17,169.83,91.63,Card
19337,2025-07-09,1312,24,43,257.57,137.17,Card
19338,2025-07-09,1888,23,133,238.07,151.62,Cash
19339,2025-07-09,1007,29,13,142.87,88.27,Card
19340,2025-07-09,1775,28,51,177.99,114.24,Cash
19341,2025-07-09,1035,27,19,170.81,104.31,Mobile Wallet
19342,2025-07-10,2279,1,149,520.01,251.81,Card
19343,2025-07-10,1795,5,138,454.02,233.22,Card
19344,2025-07-10,935,3,67,535.33,233.83,Mobile Wallet
19345,2025-07-10,1978,6,56,307.44,156.24,Card
19346,2025-07-10,515,9,60,269.4,143.4,Mobile Wallet
19347,2025-07-10,789,7,142,396.18,225.78,Cash
19348,2025-07-10,1830,14,49,195.51,102.41,Mobile Wallet
19349,2025-07-10,952,11,20,199.8,89.8,Cash
19350,2025-07-10,2394,12,14,181.86,86.66,Card
19351,2025-07-10,285,15,47,211.03,128.78,Card
19352,2025-07-10,1333,16,16,143.84,81.44,Cash
19353,2025-07-10,1672,17,31,170.19,101.99,Card
19354,2025-07-10,2087,21,7,139.93,94.43,Card
19355,2025-07-10,1952,20,14,111.86,82.46,Card
19356,2025-07-10,1439,22,6,149.94,92.94,Mobile Wallet
19357,2025-07-10,847,25,14,139.86,75.46,Card
19358,2025-07-10,1035,24,29,173.71,92.51,Mobile Wallet
19359,2025-07-10,2408,23,103,184.37,117.42,Card
19360,2025-07-10,1370,30,29,130.21,86.71,Cash
19361,2025-07-10,688,27,16,143.84,87.84,Card
19362,2025-07-10,1325,29,12,131.88,81.48,Mobile Wallet
19363,2025-07-11,359,2,84,587.16,267.96,Card
19364,2025-07-11,1285,4,76,645.24,326.04,Cash
19365,2025-07-11,1422,3,76,607.24,265.24,Card
19366,2025-07-11,957,6,81,444.69,225.99,Cash
19367,2025-07-11,502,10,128,510.72,286.72,Card
19368,2025-07-11,132,9,99,444.51,236.61,Mobile Wallet
19369,2025-07-11,2155,11,17,169.83,76.33,Cash
19370,2025-07-11,247,13,18,161.82,80.82,Cash
19371,2025-07-11,916,14,46,183.54,96.14,Mobile Wallet
19372,2025-07-11,957,18,99,296.01,187.11,Card
19373,2025-07-11,696,15,56,251.44,153.44,Cash
19374,2025-07-11,2333,16,26,233.74,132.34,Card
19375,2025-07-11,693,19,12,155.88,101.88,Mobile Wallet
19376,2025-07-11,846,22,6,149.94,92.94,Mobile Wallet
19377,2025-07-11,2311,20,23,183.77,135.47,Card
19378,2025-07-11,280,24,43,257.57,137.17,Mobile Wallet
19379,2025-07-11,1723,26,16,175.84,91.84,Card
19380,2025-07-11,1881,23,139,248.81,158.46,Mobile Wallet
19381,2025-07-11,1268,29,13,142.87,88.27,Mobile Wallet
19382,2025-07-11,2311,30,42,188.58,125.58,Card
19383,2025-07-11,154,27,19,170.81,104.31,Cash
19384,2025-07-12,1422,2,103,719.97,328.57,Card
19385,2025-07-12,2348,5,190,625.1,321.1,Card
19386,2025-07-12,151,1,158,551.42,267.02,Mobile Wallet
19387,2025-07-12,1809,9,97,435.53,231.83,Card
19388,2025-07-12,99,10,108,430.92,241.92,Cash
19389,2025-07-12,2467,7,171,477.09,271.89,Cash
19390,2025-07-12,1529,13,27,242.73,121.23,Card
19391,2025-07-12,1719,14,61,243.39,127.49,Card
19392,2025-07-12,183,12,17,220.83,105.23,Card
19393,2025-07-12,121,15,40,179.6,109.6,Cash
19394,2025-07-12,998,16,19,170.81,96.71,Cash
19395,2025-07-12,1544,18,76,227.24,143.64,Card
19396,2025-07-12,2280,21,7,139.93,94.43,Card
19397,2025-07-12,440,20,22,175.78,129.58,Card
19398,2025-07-12,2188,19,13,168.87,110.37,Mobile Wallet
19399,2025-07-12,2490,24,33,197.67,105.27,Card
19400,2025-07-12,875,26,23,252.77,132.02,Cash
19401,2025-07-12,370,25,21,209.79,113.19,Mobile Wallet
19402,2025-07-12,36,28,34,118.66,76.16,Cash
19403,2025-07-12,2256,27,19,170.81,104.31,Card
19404,2025-07-12,1399,30,34,152.66,101.66,Cash
19405,2025-07-13,848,4,93,789.57,398.97,Card
19406,2025-07-13,1202,3,96,767.04,335.04,Card
19407,2025-07-13,1662,1,217,757.33,366.73,Mobile Wallet
19408,2025-07-13,949,10,136,542.64,304.64,Cash
19409,2025-07-13,1614,7,186,518.94,295.74,Card
19410,2025-07-13,1754,9,138,619.62,329.82,Cash
19411,2025-07-13,348,13,32,287.68,143.68,Card
19412,2025-07-13,2025,14,59,235.41,123.31,Card
19413,2025-07-13,607,11,23,229.77,103.27,Mobile Wallet
19414,2025-07-13,423,17,70,384.3,230.3,Mobile Wallet
19415,2025-07-13,646,15,72,323.28,197.28,Card
19416,2025-07-13,2289,18,101,301.99,190.89,Card
19417,2025-07-13,1745,20,26,207.74,153.14,Mobile Wallet
19418,2025-07-13,595,22,8,199.92,123.92,Mobile Wallet
19419,2025-07-13,1050,21,11,219.89,148.39,Cash
19420,2025-07-13,982,24,43,257.57,137.17,Cash
19421,2025-07-13,1537,26,22,241.78,126.28,Card
19422,2025-07-13,972,23,177,316.83,201.78,Card
19423,2025-07-13,1191,29,20,219.8,135.8,Card
19424,2025-07-13,1783,30,47,211.03,140.53,Card
19425,2025-07-13,2284,28,51,177.99,114.24,Cash
19426,2025-07-14,954,2,89,622.11,283.91,Cash
19427,2025-07-14,523,4,53,449.97,227.37,Cash
19428,2025-07-14,1095,1,148,516.52,250.12,Card
19429,2025-07-14,2267,7,135,376.65,214.65,Mobile Wallet
19430,2025-07-14,346,10,96,383.04,215.04,Card
19431,2025-07-14,1475,8,180,358.2,205.2,Mobile Wallet
19432,2025-07-14,2206,13,15,134.85,67.35,Mobile Wallet
19433,2025-07-14,1050,11,19,189.81,85.31,Card
19434,2025-07-14,1927,12,13,168.87,80.47,Mobile Wallet
19435,2025-07-14,80,15,40,179.6,109.6,Card
19436,2025-07-14,2255,16,22,197.78,111.98,Cash
19437,2025-07-14,1140,17,31,170.19,101.99,Mobile Wallet
19438,2025-07-14,1775,21,6,119.94,80.94,Card
19439,2025-07-14,915,22,5,124.95,77.45,Card
19440,2025-07-14,1194,19,10,129.9,84.9,Card
19441,2025-07-14,1768,26,14,153.86,80.36,Mobile Wallet
19442,2025-07-14,1153,23,94,168.26,107.16,Mobile Wallet
19443,2025-07-14,482,24,29,173.71,92.51,Card
19444,2025-07-14,1907,30,30,134.7,89.7,Card
19445,2025-07-14,382,27,15,134.85,82.35,Mobile Wallet
19446,2025-07-14,689,28,37,129.13,82.88,Card
19447,2025-07-15,219,1,148,516.52,250.12,Card
19448,2025-07-15,1249,5,139,457.31,234.91,Card
19449,2025-07-15,743,3,75,599.25,261.75,Mobile Wallet
19450,2025-07-15,1649,6,57,312.93,159.03,Card
19451,2025-07-15,2245,10,90,359.1,201.6,Card
19452,2025-07-15,2352,9,85,381.65,203.15,Card
19453,2025-07-15,2142,14,49,195.51,102.41,Mobile Wallet
19454,2025-07-15,1931,13,24,215.76,107.76,Mobile Wallet
19455,2025-07-15,463,12,14,181.86,86.66,Card
19456,2025-07-15,301,15,43,193.07,117.82,Mobile Wallet
19457,2025-07-15,143,17,42,230.58,138.18,Mobile Wallet
19458,2025-07-15,715,18,65,194.35,122.85,Card
19459,2025-07-15,2229,19,12,155.88,101.88,Mobile Wallet
19460,2025-07-15,2022,21,5,99.95,67.45,Card
19461,2025-07-15,2453,20,19,151.81,111.91,Card
19462,2025-07-15,1299,23,106,189.74,120.84,Card
19463,2025-07-15,29,24,30,179.7,95.7,Card
19464,2025-07-15,712,25,20,199.8,107.8,Card
19465,2025-07-15,1669,27,16,143.84,87.84,Card
19466,2025-07-15,1439,29,14,153.86,95.06,Card
19467,2025-07-15,2179,28,51,177.99,114.24,Mobile Wallet
19468,2025-07-16,932,5,154,506.66,260.26,Card
19469,2025-07-16,1848,3,58,463.42,202.42,Cash
19470,2025-07-16,435,1,143,499.07,241.67,Card
19471,2025-07-16,29,9,80,359.2,191.2,Card
19472,2025-07-16,553,7,136,379.44,216.24,Cash
19473,2025-07-16,2256,10,98,391.02,219.52,Cash
19474,2025-07-16,979,11,16,159.84,71.84,Card
19475,2025-07-16,2305,14,45,179.55,94.05,Card
19476,2025-07-16,2319,12,15,194.85,92.85,Card
19477,2025-07-16,1481,16,20,179.8,101.8,Card
19478,2025-07-16,1256,15,41,184.09,112.34,Cash
19479,2025-07-16,508,18,56,167.44,105.84,Card
19480,2025-07-16,1010,20,13,103.87,76.57,Mobile Wallet
19481,2025-07-16,876,21,5,99.95,67.45,Mobile Wallet
19482,2025-07-16,1581,22,5,124.95,77.45,Cash
19483,2025-07-16,222,25,15,149.85,80.85,Card
19484,2025-07-16,619,26,18,197.82,103.32,Card
19485,2025-07-16,2370,23,126,225.54,143.64,Cash
19486,2025-07-16,598,27,15,134.85,82.35,Card
19487,2025-07-16,1485,28,34,118.66,76.16,Mobile Wallet
19488,2025-07-16,1461,30,37,166.13,110.63,Cash
19489,2025-07-17,900,2,86,601.14,274.34,Card
19490,2025-07-17,100,4,62,526.38,265.98,Card
19491,2025-07-17,398,5,198,651.42,334.62,Card
19492,2025-07-17,2346,6,74,406.26,206.46,Cash
19493,2025-07-17,2062,10,81,323.19,181.44,Mobile Wallet
19494,2025-07-17,995,8,190,378.1,216.6,Card
19495,2025-07-17,2172,13,23,206.77,103.27,Card
19496,2025-07-17,119,14,47,187.53,98.23,Card
19497,2025-07-17,485,11,15,149.85,67.35,Card
19498,2025-07-17,1819,16,23,206.77,117.07,Card
19499,2025-07-17,1157,17,27,148.23,88.83,Cash
19500,2025-07-17,1319,15,54,242.46,147.96,Card
19501,2025-07-17,2339,19,9,116.91,76.41,Cash
19502,2025-07-17,2035,21,7,139.93,94.43,Cash
19503,2025-07-17,226,20,19,151.81,111.91,Card
19504,2025-07-17,2033,26,19,208.81,109.06,Card
19505,2025-07-17,1482,24,33,197.67,105.27,Card
19506,2025-07-17,836,23,100,179.0,114.0,Mobile Wallet
19507,2025-07-17,2071,30,32,143.68,95.68,Card
19508,2025-07-17,268,28,43,150.07,96.32,Card
19509,2025-07-17,1150,29,13,142.87,88.27,Card
19510,2025-07-18,1333,2,82,573.18,261.58,Card
19511,2025-07-18,433,4,66,560.34,283.14,Card
19512,2025-07-18,2051,1,182,635.18,307.58,Card
19513,2025-07-18,1609,6,62,340.38,172.98,Card
19514,2025-07-18,718,7,148,412.92,235.32,Card
19515,2025-07-18,1491,8,221,439.79,251.94,Card
19516,2025-07-18,1244,11,22,219.78,98.78,Card
19517,2025-07-18,1189,13,18,161.82,80.82,Card
19518,2025-07-18,1618,12,14,181.86,86.66,Mobile Wallet
19519,2025-07-18,2414,18,80,239.2,151.2,Card
19520,2025-07-18,1278,17,41,225.09,134.89,Mobile Wallet
19521,2025-07-18,206,15,36,161.64,98.64,Card
19522,2025-07-18,1618,21,8,159.92,107.92,Mobile Wallet
19523,2025-07-18,237,22,5,124.95,77.45,Cash
19524,2025-07-18,1666,19,11,142.89,93.39,Cash
19525,2025-07-18,677,26,20,219.8,114.8,Card
19526,2025-07-18,615,25,23,229.77,123.97,Card
19527,2025-07-18,231,24,34,203.66,108.46,Cash
19528,2025-07-18,765,27,18,161.82,98.82,Card
19529,2025-07-18,999,29,12,131.88,81.48,Card
19530,2025-07-18,1589,30,24,107.76,71.76,Card
19531,2025-07-19,1554,3,58,463.42,202.42,Card
19532,2025-07-19,1469,2,90,629.1,287.1,Card
19533,2025-07-19,2335,4,84,713.16,360.36,Card
19534,2025-07-19,16,10,123,490.77,275.52,Card
19535,2025-07-19,556,6,82,450.18,228.78,Card
19536,2025-07-19,232,8,252,501.48,287.28,Cash
19537,2025-07-19,769,13,29,260.71,130.21,Card
19538,2025-07-19,2236,14,66,263.34,137.94,Card
19539,2025-07-19,1021,11,26,259.74,116.74,Card
19540,2025-07-19,378,17,50,274.5,164.5,Card
19541,2025-07-19,397,15,64,287.36,175.36,Mobile Wallet
19542,2025-07-19,946,18,78,233.22,147.42,Mobile Wallet
19543,2025-07-19,1380,21,9,179.91,121.41,Mobile Wallet
19544,2025-07-19,789,22,8,199.92,123.92,Card
19545,2025-07-19,495,20,23,183.77,135.47,Card
19546,2025-07-19,1615,26,26,285.74,149.24,Card
19547,2025-07-19,1567,25,19,189.81,102.41,Card
19548,2025-07-19,2164,23,139,248.81,158.46,Card
19549,2025-07-19,813,28,44,153.56,98.56,Cash
19550,2025-07-19,594,27,20,179.8,109.8,Mobile Wallet
19551,2025-07-19,2067,29,16,175.84,108.64,Card
19552,2025-07-20,1750,3,100,799.0,349.0,Mobile Wallet
19553,2025-07-20,584,4,77,653.73,330.33,Mobile Wallet
19554,2025-07-20,404,1,232,809.68,392.08,Card
19555,2025-07-20,1710,6,105,576.45,292.95,Card
19556,2025-07-20,1276,8,267,531.33,304.38,Card
19557,2025-07-20,736,9,139,624.11,332.21,Card
19558,2025-07-20,2469,13,27,242.73,121.23,Card
19559,2025-07-20,1133,11,22,219.78,98.78,Card
19560,2025-07-20,134,12,19,246.81,117.61,Mobile Wallet
19561,2025-07-20,2083,18,108,322.92,204.12,Card
19562,2025-07-20,1167,16,32,287.68,162.88,Card
19563,2025-07-20,1912,17,60,329.4,197.4,Card
19564,2025-07-20,477,19,15,194.85,127.35,Mobile Wallet
19565,2025-07-20,866,21,9,179.91,121.41,Card
19566,2025-07-20,195,22,8,199.92,123.92,Mobile Wallet
19567,2025-07-20,2186,25,30,299.7,161.7,Cash
19568,2025-07-20,1913,24,45,269.55,143.55,Card
19569,2025-07-20,2404,26,26,285.74,149.24,Card
19570,2025-07-20,2199,28,69,240.81,154.56,Card
19571,2025-07-20,1379,30,45,202.05,134.55,Card
19572,2025-07-20,557,27,23,206.77,126.27,Card
19573,2025-07-21,2326,2,76,531.24,242.44,Cash
19574,2025-07-21,1748,3,68,543.32,237.32,Cash
19575,2025-07-21,1954,5,166,546.14,280.54,Card
19576,2025-07-21,2450,6,51,279.99,142.29,Mobile Wallet
19577,2025-07-21,752,7,122,340.38,193.98,Mobile Wallet
19578,2025-07-21,2443,8,204,405.96,232.56,Mobile Wallet
19579,2025-07-21,2089,14,43,171.57,89.87,Card
19580,2025-07-21,1088,11,17,169.83,76.33,Card
19581,2025-07-21,875,12,15,194.85,92.85,Card
19582,2025-07-21,1011,16,20,179.8,101.8,Card
19583,2025-07-21,560,18,63,188.37,119.07,Cash
19584,2025-07-21,1295,17,31,170.19,101.99,Card
19585,2025-07-21,306,22,5,124.95,77.45,Card
19586,2025-07-21,2341,19,9,116.91,76.41,Card
19587,2025-07-21,342,21,6,119.94,80.94,Cash
19588,2025-07-21,2276,25,17,169.83,91.63,Mobile Wallet
19589,2025-07-21,1594,24,28,167.72,89.32,Card
19590,2025-07-21,642,23,91,162.89,103.74,Card
19591,2025-07-21,1722,27,19,170.81,104.31,Card
19592,2025-07-21,1076,30,36,161.64,107.64,Mobile Wallet
19593,2025-07-21,196,28,45,157.05,100.8,Card
19594,2025-07-22,1509,3,87,695.13,303.63,Card
19595,2025-07-22,1604,1,172,600.28,290.68,Mobile Wallet
19596,2025-07-22,1743,5,186,611.94,314.34,Card
19597,2025-07-22,2413,8,222,441.78,253.08,Card
19598,2025-07-22,2397,7,165,460.35,262.35,Cash
19599,2025-07-22,2235,10,104,414.96,232.96,Cash
19600,2025-07-22,200,14,58,231.42,121.22,Mobile Wallet
19601,2025-07-22,426,12,15,194.85,92.85,Cash
19602,2025-07-22,1790,11,23,229.77,103.27,Mobile Wallet
19603,2025-07-22,1051,18,66,197.34,124.74,Card
19604,2025-07-22,349,15,48,215.52,131.52,Card
19605,2025-07-22,889,16,24,215.76,122.16,Mobile Wallet
19606,2025-07-22,2413,22,5,124.95,77.45,Cash
19607,2025-07-22,41,20,19,151.81,111.91,Cash
19608,2025-07-22,1626,21,6,119.94,80.94,Mobile Wallet
19609,2025-07-22,1167,25,18,179.82,97.02,Cash
19610,2025-07-22,2108,23,109,195.11,124.26,Mobile Wallet
19611,2025-07-22,490,24,37,221.63,118.03,Mobile Wallet
19612,2025-07-22,840,30,29,130.21,86.71,Card
19613,2025-07-22,418,29,12,131.88,81.48,Mobile Wallet
19614,2025-07-22,1483,28,42,146.58,94.08,Card
19615,2025-07-23,2152,1,151,526.99,255.19,Card
19616,2025-07-23,1266,5,174,572.46,294.06,Mobile Wallet
19617,2025-07-23,969,3,60,479.4,209.4,Card
19618,2025-07-23,460,6,79,433.71,220.41,Card
19619,2025-07-23,510,7,119,332.01,189.21,Card
19620,2025-07-23,1513,9,71,318.79,169.69,Card
19621,2025-07-23,2295,14,51,203.49,106.59,Card
19622,2025-07-23,172,13,20,179.8,89.8,Card
19623,2025-07-23,845,12,13,168.87,80.47,Card
19624,2025-07-23,21,16,26,233.74,132.34,Card
19625,2025-07-23,1145,17,30,164.7,98.7,Card
19626,2025-07-23,1124,18,89,266.11,168.21,Mobile Wallet
19627,2025-07-23,281,21,6,119.94,80.94,Mobile Wallet
19628,2025-07-23,1532,22,5,124.95,77.45,Card
19629,2025-07-23,1513,20,19,151.81,111.91,Card
19630,2025-07-23,809,25,22,219.78,118.58,Card
19631,2025-07-23,303,24,36,215.64,114.84,Mobile Wallet
19632,2025-07-23,2271,26,22,241.78,126.28,Card
19633,2025-07-23,680,29,15,164.85,101.85,Mobile Wallet
19634,2025-07-23,1101,28,51,177.99,114.24,Cash
19635,2025-07-23,2227,27,20,179.8,109.8,Mobile Wallet
19636,2025-07-24,1997,4,43,365.07,184.47,Card
19637,2025-07-24,108,3,75,599.25,261.75,Card
19638,2025-07-24,2150,1,173,603.77,292.37,Mobile Wallet
19639,2025-07-24,2280,10,102,406.98,228.48,Mobile Wallet
19640,2025-07-24,847,6,68,373.32,189.72,Card
19641,2025-07-24,1483,7,163,454.77,259.17,Mobile Wallet
19642,2025-07-24,2055,14,54,215.46,112.86,Card
19643,2025-07-24,1287,12,16,207.84,99.04,Cash
19644,2025-07-24,1748,13,24,215.76,107.76,Card
19645,2025-07-24,1291,15,45,202.05,123.3,Card
19646,2025-07-24,474,16,18,161.82,91.62,Card
19647,2025-07-24,1833,18,60,179.4,113.4,Mobile Wallet
19648,2025-07-24,1986,20,18,143.82,106.02,Mobile Wallet
19649,2025-07-24,1527,22,5,124.95,77.45,Cash
19650,2025-07-24,1200,21,6,119.94,80.94,Card
19651,2025-07-24,444,24,35,209.65,111.65,Card
19652,2025-07-24,2500,23,96,171.84,109.44,Card
19653,2025-07-24,1199,26,17,186.83,97.58,Card
19654,2025-07-24,1632,30,31,139.19,92.69,Card
19655,2025-07-24,95,28,47,164.03,105.28,Mobile Wallet
19656,2025-07-24,1153,27,17,152.83,93.33,Cash
19657,2025-07-25,396,5,198,651.42,334.62,Mobile Wallet
19658,2025-07-25,1440,3,80,639.2,279.2,Mobile Wallet
19659,2025-07-25,1381,2,100,699.0,319.0,Card
19660,2025-07-25,2032,8,185,368.15,210.9,Cash
19661,2025-07-25,753,10,103,410.97,230.72,Mobile Wallet
19662,2025-07-25,1416,7,156,435.24,248.04,Card
19663,2025-07-25,1498,14,48,191.52,100.32,Card
19664,2025-07-25,2037,13,22,197.78,98.78,Cash
19665,2025-07-25,1896,12,17,220.83,105.23,Card
